YCSB_KEY,field0,field1,field2
user2228,2020-07-13,TSLA,wow time buy dip
user2229,2020-07-13,TSLA,last couple month stock market fun like arcade game fucg covid lockdown news start release everyday many people game soon good
user2230,2020-07-14,TSLA,wait thought went up
user2231,2020-07-14,TSLA,tesla tank back rh need find another source credit deal margin loss
user2232,2020-07-14,TSLA,bear nervous including me
user2233,2020-07-14,TSLA,went big main holding acc today almost perfect timing though crazy holding overnight full position
user2234,2020-07-14,TSLA,billionaire got bull fighting keep price share high break new high prepare mission mar
user2235,2020-07-14,TSLA,overbought there tsla
user2236,2020-07-14,AAPL,friday warned yall last week dont listen
user2237,2020-07-14,TSLA,thing look like cult even cult founder musk control madness follower
user2238,2020-07-14,TSLA,tesla cut model y price cancel standard range version
user2239,2020-07-14,TSLA,pt drawdown week end
user2240,2020-07-14,TSLA,car baby way rescue soon bull give u trillion mkt cap soon lol car
user2241,2020-07-14,TSLA,go higher battery according cramer
user2242,2020-07-14,TSLA,added strike week robinhooders find option cheap enough throw money theta drain
user2243,2020-07-14,TSLA,it going k everyone buckle take off
user2244,2020-07-14,TSLA,made buying put morning got gain never investing time again stock fall it going fall hard good luck bull
user2245,2020-07-14,TSLA,joke stock trade like penny stock thing keeping green elons buy monkey scalp day lol
user2246,2020-07-14,AMZN,ouch thats gotta hurt bull
user2247,2020-07-14,TSLA,but it gonna go forever
user2248,2020-07-14,TSLA,ah low break
user2249,2020-07-14,TSLA,come bull spilling b false promise
user2250,2020-07-14,TSLA,sell rip make big profit wang
user2251,2020-07-14,TSLA,bought last couple day hold night got big
user2252,2020-07-14,NFLX,buy back
user2253,2020-07-14,TSLA,put drop huge
user2254,2020-07-14,AMZN,today good day
user2255,2020-07-14,TSLA,""
user2256,2020-07-14,TSLA,wow ah runner
user2257,2020-07-14,TSLA,thank you moderna let u rocket tomorrow together
user2258,2020-07-14,TSLA,wonder hit tomorrow
user2259,2020-07-14,TSLA,thanks elon youve done
user2260,2020-07-15,TSLA,come one talking texas plant
user2261,2020-07-15,AAPL,apple win appeal billion eu tax bill
user2262,2020-07-15,TSLA,still shorties there
user2263,2020-07-15,TSLA,trying beak stock one timerobinhood gangster year time horizonrobinhood win
user2264,2020-07-15,AAPL,let get party started long day
user2265,2020-07-15,AAPL,bn win apple well done apple let eu pay legal cost m
user2266,2020-07-15,AMZN,thought put toast ah yesterday market run action morning might okay
user2267,2020-07-15,TSLA,smart money retail fanboys gap fill needed breather yes bull continue buy even continues drop short squeeze like clock work everyone seefeel future im selling
user2268,2020-07-15,TSLA,converted bear bull
user2269,2020-07-15,TSLA,roll em bigger elon
user2270,2020-07-15,TSLA,fck bear time get
user2271,2020-07-15,AAPL,seriously though break youre going short least wait earnings
user2272,2020-07-15,TSLA,lmao fastest car world fasted moving stock market
user2273,2020-07-15,TSLA,sent elon bitcoin seems pretty legithavent heard back yet though lol
user2274,2020-07-15,TSLA,phew another one tweet
user2275,2020-07-16,TSLA,vehicle registration accounted vehicle registration california last year expected btd
user2276,2020-07-16,TSLA,im planning sell everything profile buy strong money call tesla tomorrow hold till next week thursday whats good
user2277,2020-07-16,TSLA,buyer bullish tech today it robinhooders wonder know
user2278,2020-07-16,TSLA,triple bottom call crazy
user2279,2020-07-16,TSLA,""
user2280,2020-07-16,TSLA,thought going bought put mom money rent
user2281,2020-07-16,TSLA,hey got msg u
user2282,2020-07-16,TSLA,imaginei set sell monday andit cent shy sale price boom k gone forever
user2283,2020-07-16,NFLX,discount price conference call enjoy
user2284,2020-07-16,NFLX,pullback need shoot
user2285,2020-07-17,NFLX,swear stay around im buying fuq august call highly unlikely thing rocket
user2286,2020-07-17,NFLX,one day get tell people k bet netflix moving and it sank like boatsmh hey like lotto never know
user2287,2020-07-17,NFLX,per share worst sock show negative earnings lol
user2288,2020-07-17,NFLX,raise ur hand u shorted yesterday
user2289,2020-07-17,NFLX,got dip
user2290,2020-07-17,NFLX,im looking good entry point look messy
user2291,2020-07-17,AAPL,interesting new trait long dated put getting less valuable price falling big old scam market
user2292,2020-07-17,AAPL,lol morgan stanley wild price hike
user2293,2020-07-17,TSLA,""
user2294,2020-07-17,TSLA,kramer said go down good buy weakness due battery day
user2295,2020-07-17,TSLA,big ah guy trouble
user2296,2020-07-18,NFLX,get sued monique waiting drop soon maybe buy little idk yet
user2297,2020-07-18,TSLA,give bear something sleep on elon musk arguably one intelligent time decided quarter issue short short sell out probably gonna profitable
user2298,2020-07-18,TSLA,new product line
user2299,2020-07-20,AAPL,covid vaccine november year time p iphone pro max g whole family
user2300,2020-07-20,AAPL,another stimulus payment coming time new iphone
user2301,2020-07-20,AAPL,minute gap tho
user2302,2020-07-20,AAPL,big momentum call barely moving
user2303,2020-07-20,TSLA,praying go dollar tomorrow thats im hoping ill happy
user2304,2020-07-20,AMZN,short kissing floor
user2305,2020-07-20,TSLA,going on thought er week usually flat good u
user2306,2020-07-20,TSLA,complaint where short short ordered hit still waiting shipping info
user2307,2020-07-20,TSLA,it high imo ultimate bear trap
user2308,2020-07-20,TSLA,elon stuck landing like he sticking short
user2309,2020-07-20,TSLA,break week
user2310,2020-07-20,TSLA,tomorrow musk fella third richest world today jumped thursday next month net worth exceed next billionaire combined
user2311,2020-07-21,AAPL,last week mm algos holding back let go moon
user2312,2020-07-21,AAPL,atleast attempting break lol
user2313,2020-07-21,TSLA,wow dip jip least gimme discount
user2314,2020-07-21,NFLX,come dirty girl
user2315,2020-07-21,TSLA,saw tesla call trade yesterday watched go
user2316,2020-07-21,TSLA,said exact thing tsla look dont believe word motley say
user2317,2020-07-21,TSLA,load thank
user2318,2020-07-21,AMZN,amzn yuge winner wohoo boom
user2319,2020-07-21,TSLA,dip gift load em
user2320,2020-07-21,TSLA,hilarious shorters bear try scare tesla holder time time learn lesson dont mess elon tesla clear short attack pm someone gonna covering
user2321,2020-07-21,NVDA,got in aiming
user2322,2020-07-21,TSLA,didnt expect today
user2323,2020-07-21,TSLA,picked put week
user2324,2020-07-21,TSLA,selling tesla fleet discount denying wall street starting catch onto b think next week brutle
user2325,2020-07-21,TSLA,lol going fall hard keep chasing
user2326,2020-07-22,TSLA,please someone sec investigates tesla china sale
user2327,2020-07-22,AAPL,everyone mom said go tomorrow
user2328,2020-07-22,TSLA,homies better prepared see big change
user2329,2020-07-22,TSLA,hey robbinhooders like buying option people real account write them
user2330,2020-07-22,TSLA,sold car q produced yet lowered price y k tell q shutdown production lower price
user2331,2020-07-22,TSLA,allen cool dude tesla way priced truck little deloreanish
user2332,2020-07-22,AMZN,support break strong sell strong resistance break new time high however clear double top formed daily chart long term im bullish short term im bearish
user2333,2020-07-22,TSLA,see less
user2334,2020-07-22,TSLA,cult member let game begin
user2335,2020-07-22,TSLA,liking put premium friday think get
user2336,2020-07-22,TSLA,yeah look like going up
user2337,2020-07-22,TSLA,far drop er
user2338,2020-07-22,TSLA,im digging this put price action
user2339,2020-07-22,TSLA,lady gentleman captain speaking come final destination bear control hype stock call get burnt
user2340,2020-07-22,TSLA,july st come
user2341,2020-07-22,TSLA,imagine buying today today clue happen tonight
user2342,2020-07-22,TSLA,time buy put
user2343,2020-07-22,TSLA,wow thing going break hard company great got price going hurt most like succeed thing huge risk er number yet see
user2344,2020-07-22,TSLA,lool im invested tesla think bull getting little greedy
user2345,2020-07-22,TSLA,shorting share paper
user2346,2020-07-22,TSLA,get ready go k
user2347,2020-07-22,TSLA,lotto put er already priced
user2348,2020-07-22,TSLA,last put best
user2349,2020-07-22,TSLA,let get show road
user2350,2020-07-22,TSLA,sold short short lowered model y price announce new factory think gonna good
user2351,2020-07-22,TSLA,""
user2352,2020-07-22,TSLA,earnings beat guidance est let go
user2353,2020-07-22,TSLA,dont dont ur vibe congrats elon tesla
user2354,2020-07-22,TSLA,im wearing short short
user2355,2020-07-22,TSLA,still going since last er posted this k way congrats bull
user2356,2020-07-22,TSLA,still hibernating talk u tomorrow
user2357,2020-07-22,TSLA,thing flying everyone something tweet feed went parabolic
user2358,2020-07-22,TSLA,rap like kanye west tomorrow
user2359,2020-07-22,TSLA,imma go burn couple go eat lobster dinner beer bear tonight
user2360,2020-07-22,TSLA,hope elon announce offering long cool
user2361,2020-07-22,TSLA,listening gonna butterfly new plant love elon
user2362,2020-07-22,TSLA,push s bull
user2363,2020-07-23,TSLA,breh telsa gon ripping breh
user2364,2020-07-23,TSLA,feel like people saying option screwed mad missed
user2365,2020-07-23,TSLA,going explode tomorrow
user2366,2020-07-23,TSLA,win stupid robinhooder again
user2367,2020-07-23,TSLA,im still wondering bearish post look stupid
user2368,2020-07-23,TSLA,get upgraded ptslets get started
user2369,2020-07-23,TSLA,see red st board expect green soon after
user2370,2020-07-23,TSLA,pm amateur hour comical bear trying hard walk down anyone still short better ready cover bc thats going soon
user2371,2020-07-23,TSLA,hope clown loaded put broke
user2372,2020-07-23,TSLA,bought share yesterdayam bag holding rip k eow
user2373,2020-07-23,TSLA,naysayer out let head back up
user2374,2020-07-23,TSLA,fukery full effect sp interview go
user2375,2020-07-23,TSLA,wow ripper head bear
user2376,2020-07-23,AAPL,bear fantasizing s forget it apple er next week expiration call thisll hit
user2377,2020-07-23,TSLA,adding share thanks sucker
user2378,2020-07-23,TSLA,probably today market tomorrow pre market gonna explode crazy like elon
user2379,2020-07-23,TSLA,bleed yes yes slow bleed point where heart nothing left pump wow
user2380,2020-07-23,AMZN,wow bought straddle thinking earnings trading
user2381,2020-07-23,TSLA,wait introduced selling preasure
user2382,2020-07-23,TSLA,bull became pig pig get slaughtered
user2383,2020-07-23,TSLA,im greedy mofo one point today putsdidnt take want more either way im gonna get x tomorrow theyll expire worthless disgust
user2384,2020-07-23,TSLA,put vertical sold s come
user2385,2020-07-23,TSLA,switching put morning paying handsomely
user2386,2020-07-23,TSLA,""
user2387,2020-07-23,TSLA,raise hand u bought top thinking going k deserves worth automaker combined
user2388,2020-07-24,TSLA,guy fng mad lad like x month ago asking went
user2389,2020-07-24,TSLA,bwahahahaha bull clinging onto spacex looking sort justification tesla go up bull fun purge begin
user2390,2020-07-24,TSLA,hmmmmm okay anyone like pretend chart matter candle called
user2391,2020-07-24,TSLA,nice close
user2392,2020-07-24,TSLA,put looking lovely hold
user2393,2020-07-24,TSLA,think it going
user2394,2020-07-24,TSLA,damn wish didnt sell put expiring tomorrow now
user2395,2020-07-24,TSLA,elon great accountant tricking sucker amazing earnings really attributing sale tax credit company profit
user2396,2020-07-24,TSLA,tesla car company clear everyone price target next week
user2397,2020-07-24,AMZN,dont see going get back need to
user2398,2020-07-24,TSLA,volatility low market calm slightly bullish still sucker rally over
user2399,2020-07-24,TSLA,tip toe ticker yet no wait
user2400,2020-07-24,TSLA,time clean houseall tesla stock must go sale sale sale
user2401,2020-07-24,TSLA,need ask spec k
user2402,2020-07-24,TSLA,bull today dude calling gone
user2403,2020-07-24,TSLA,dropping fast went up remember flyingautonomous vehicle already priced
user2404,2020-07-24,TSLA,lot bull smh still think it going week maybe theyre bot
user2405,2020-07-24,TSLA,thought melon going save humanity happened
user2406,2020-07-24,AMZN,ok consolidate range go little fun
user2407,2020-07-24,TSLA,getting absolutely rocked know elons net worth isnt passed buffet anymore
user2408,2020-07-24,TSLA,turned money printer back
user2409,2020-07-24,TSLA,everybody look it lessla bull getting clubbed head
user2410,2020-07-24,AMZN,fall back middle class please
user2411,2020-07-24,TSLA,wow still holding levelits time wake face reality surrounding market
user2412,2020-07-24,TSLA,crackhead analyst think worth k
user2413,2020-07-24,AMZN,one short little bit earnings priced surely everyone pay put next week
user2414,2020-07-24,TSLA,crab call getting wipe out cut lost ride
user2415,2020-07-24,TSLA,favorite point make again elon musk think overvalued agree great mind
user2416,2020-07-24,TSLA,here end trade im out squeeze week careful
user2417,2020-07-24,TSLA,ponzi scheme landing really hardno barrier entry german coming
user2418,2020-07-24,TSLA,volis fridayi took safeunder at close
user2419,2020-07-24,TSLA,hour
user2420,2020-07-24,TSLA,silly bull trix bear
user2421,2020-07-25,TSLA,ye ol bag going get heavier bring pig more totally overpriced expect nio report solid report undercutting tesla china
user2422,2020-07-25,AAPL,see evening star weekly bubble burst
user2423,2020-07-25,TSLA,elon straight twitter meltdown think stress getting him company run taxpayer money
user2424,2020-07-26,AAPL,entire stock market green tomorrow money printer filled ink again new round fed pump coming way
user2425,2020-07-27,TSLA,funny see bear call short unemployment money meanwhile million dollar order flying out think smarter w
